prompt,raw_data
"an expansive view of a futuristic containment building in a rainforest valley with a futuristic city in the distance, tropical, national geographic, hyper realistic, 4 k, hazy light","{""image_uri"": ""PENDING"", ""modifiers"": [""expansive view"", ""futuristic containment building"", ""rainforest valley"", ""futuristic city"", ""distance"", ""tropical"", ""national geographic"", ""hyper realistic"", ""4 k"", ""hazy light""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 1113671747, ""width"": 512, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005626617982357614/1007294333730443365/an_expansive_view_of_a_futuristic_containment_building_in_a_rainforest_valley_with_a_futuristic_city_in_the_distance_tropical_national_geographic_hyper_-n_9_-i_-S_1113671747_ts-1660228082_idx-1.png"", ""timestamp"": 1660228082, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
“a failed ICBM missile launch at night. The missile is spiraling � out of control and exploding spectacularly. The sky is raining down glowing burning pieces of debris. The smoke is intense.”,"{""image_uri"": ""PENDING"", ""modifiers"": [""“"", ""failed icbm missile launch"", ""night"", ""missile"", ""spiraling �"", ""control"", ""exploding spectacularly"", ""sky"", ""raining"", ""glowing burning pieces"", ""debris"", ""smoke"", ""intense ”""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 2714016473, ""width"": 512, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005627229457358998/1006103891584237628/a_failed_ICBM_missile_launch_at_night._The_missile_is_spiraling_out_of_control_and_exploding_spectacularly._The_sky_is_raining_down_glowing_burning_pie_-n_9_-i_-S_2714016473_ts-1659944259_idx-2.png"", ""timestamp"": 1659944259, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
"3 / 4 view of a portrait of a girl with wings with wings, confident pose, digital painting, artstation, concept art, smooth, sharp focus, illustration, trending on artstation, highly detailed, concept art, marvel comic, disney, pixar, trending on artstation h 6 4 0","{""image_uri"": ""PENDING"", ""modifiers"": [""3 4 view"", ""portrait"", ""girl"", ""wings"", ""wings"", ""confident pose"", ""digital painting"", ""artstation"", ""concept art"", ""smooth"", ""sharp focus"", ""illustration"", ""trending"", ""artstation"", ""highly detailed"", ""concept art"", ""marvel comic"", ""disney"", ""pixar"", ""trending"", ""artstation h 6 4 0""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 1893153124, ""width"": 512, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 14.6, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005627432738500669/1007237802506854400/3_4_view_of_a_portrait_of_a_girl_with_wings_with_wings_confident_pose_digital_painting_artstation_concept_art_smooth_sharp_focus_illustra_-C_14.6_-n_9_-i_-S_1893153124_ts-1660214604_idx-5.png"", ""timestamp"": 1660214604, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
"retrofuturistic portrait of a woman in astronaut helmet, smooth transparent visor, reflective gradient, intricate space graphics in background, close up, quint buchholz, wlop, dan mumford, artgerm, liam brazier, peter mohrbacher, raw, featured on artstation, octane render, cinematic, elegant, intricate, 8 k","{""image_uri"": ""PENDING"", ""modifiers"": [""retrofuturistic portrait"", ""woman"", ""astronaut helmet"", ""smooth transparent visor"", ""reflective gradient"", ""intricate space graphics"", ""background"", ""close"", ""quint buchholz"", ""wlop"", ""dan mumford"", ""artgerm"", ""liam brazier"", ""peter mohrbacher"", ""raw"", ""featured"", ""artstation"", ""octane render"", ""cinematic"", ""elegant"", ""intricate"", ""8 k""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 344275411, ""width"": 512, ""height"": 704, ""content"": """", ""is_grid"": 1, ""num_step"": 148, ""cfg_scale"": 36.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005597086756122644/1008049884852658196/retrofuturistic_portrait_of_a_woman_in_astronaut_helmet_smooth_transparent_visor_reflective_gradient_intricate_space_graphics_in_b_-H_704_-C_36.0_-n_8_-g_-s_148_-S_344275411_ts-1660408220_idx-0.png"", ""timestamp"": 1660408220, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 8}}"
"humanity industrial spaceship, deep space exploration, ridley scott universe, mysterious, ultrarealistic, cinematic lighting, 4k, wide angle, trending on artstation, beksinski","{""image_uri"": ""PENDING"", ""modifiers"": [""humanity industrial spaceship"", ""deep space exploration"", ""ridley scott universe"", ""mysterious"", ""ultrarealistic"", ""cinematic lighting"", ""4k"", ""wide angle"", ""trending"", ""artstation"", ""beksinski""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 422614035, ""width"": 1216, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005626503427526656/1006155214220439652/humanity_industrial_spaceship_deep_space_exploration_ridley_scott_universe_mysterious_ultrarealistic_cinematic_lighting_4k_wide_angle_trend_-W_1216_-n_9_-i_-S_422614035_ts-1659956495_idx-8.png"", ""timestamp"": 1659956495, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
"a photo of an empty hallway with brown carpet, fluorescent lights and walls with yellow wallpaper on them","{""image_uri"": ""PENDING"", ""modifiers"": [""photo"", ""hallway"", ""brown carpet"", ""fluorescent lights"", ""walls"", ""yellow wallpaper""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 2737929392, ""width"": 512, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005628033945837620/1007405549815595008/a_photo_of_an_empty_hallway_with_brown_carpet_fluorescent_lights_and_walls_with_yellow_wallpaper_on_them_-n_9_-i_-S_2737929392_ts-1660254598_idx-5.png"", ""timestamp"": 1660254598, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
"A monochrome, symmetrical, police sketch of the face of Hatsune Miku, 1980s, drawn on paper","{""image_uri"": ""PENDING"", ""modifiers"": [""monochrome"", ""symmetrical"", ""police sketch"", ""face"", ""hatsune miku"", ""1980s"", ""drawn"", ""paper""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 539419483, ""width"": 512, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005627987435192381/1006748489268604958/A_monochrome_symmetrical_police_sketch_of_the_face_of_Hatsune_Miku_1980s_drawn_on_paper_-n_6_-i_-S_539419483_ts-1660097943_idx-5.png"", ""timestamp"": 1660097943, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 6}}"
personification autistic feel in the world unreal engine 5,"{""image_uri"": ""PENDING"", ""modifiers"": [""personification autistic feel"", ""world unreal engine 5""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 3802670060, ""width"": 512, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005628033945837620/1008586762454568971/personification_autistic_feel_in_the_world_unreal_engine_5_-n_9_-i_-S_3802670060_ts-1660536221_idx-8.png"", ""timestamp"": 1660536221, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
"female blacksmith, very burly. strawberry - blonde hair, many freckles. resembles natalia vodianova","{""image_uri"": ""PENDING"", ""modifiers"": [""female blacksmith"", ""burly strawberry blonde hair"", ""freckles resembles natalia vodianova""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 1730178165, ""width"": 512, ""height"": 768, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005626910941904916/1008554810619998238/female_blacksmith_very_burly._strawberry_-_blonde_hair_many_freckles._resembles_natalia_vodianova_-H_768_-n_9_-i_-S_1730178165_ts-1660528604_idx-5.png"", ""timestamp"": 1660528604, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
"female blacksmith, very burly. strawberry - blonde hair, many freckles. resembles natalia vodianova","{""image_uri"": ""PENDING"", ""modifiers"": [""female blacksmith"", ""burly strawberry blonde hair"", ""freckles resembles natalia vodianova""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 1730178165, ""width"": 512, ""height"": 768, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005626910941904916/1008554810619998238/female_blacksmith_very_burly._strawberry_-_blonde_hair_many_freckles._resembles_natalia_vodianova_-H_768_-n_9_-i_-S_1730178165_ts-1660528604_idx-5.png"", ""timestamp"": 1660528604, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
"homer simpson glowing, beautiful, highly detailed, digital art, sharp focus, trending on art station","{""image_uri"": ""PENDING"", ""modifiers"": [""homer simpson glowing"", ""beautiful"", ""highly detailed"", ""digital art"", ""sharp focus"", ""trending"", ""art station""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 152671572, ""width"": 512, ""height"": 768, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 8.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005597296249016330/1008047872417222716/homer_simpson_glowing_beautiful_highly_detailed_digital_art_sharp_focus_trending_on_art_station_-H_768_-C_8.0_-n_9_-i_-S_152671572_ts-1660407740_idx-0.png"", ""timestamp"": 1660407740, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
"An epic fantasy pokemon anime style portrait painting of a long haired, red headed male sky-pirate in front of an airship","{""image_uri"": ""PENDING"", ""modifiers"": [""epic fantasy pokemon anime style portrait painting"", ""long haired"", ""red headed male sky pirate"", ""airship""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 4234479446, ""width"": 512, ""height"": 704, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005625691146047548/1006942009778511903/An_epic_fantasy_pokemon_anime_style_portrait_painting_of_a_long_haired_red_headed_male_sky-pirate_in_front_of_an_airship_-H_704_-n_8_-i_-S_4234479446_ts-1660144071_idx-6.png"", ""timestamp"": 1660144071, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 8}}"
"strange giant insects, beetles, spiders and flies, swarming in a cornfield, oil painting by max ernst and anselm kiefer, decay, mixed media, textured, sharp focus, highly detailed, photographic emulsion cracked and peeling, rust, cinematic lighting, 8 k, hd","{""image_uri"": ""PENDING"", ""modifiers"": [""strange giant insects"", ""beetles"", ""spiders"", ""flies"", ""swarming"", ""cornfield"", ""oil painting"", ""max ernst"", ""anselm kiefer"", ""decay"", ""mixed media"", ""textured"", ""sharp focus"", ""highly detailed"", ""photographic emulsion cracked"", ""peeling"", ""rust"", ""cinematic lighting"", ""8 k"", ""hd""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 1359538945, ""width"": 1280, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 150, ""cfg_scale"": 14.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005626503427526656/1007301896282832967/strange_giant_insects_beetles_spiders_and_flies_swarming_in_a_cornfield_oil_painting_by_max_ernst_and_anselm_kiefer_decay_mix_-W_1280_-C_14.0_-n_9_-i_-s_150_-S_1359538945_ts-1660229885_idx-5.png"", ""timestamp"": 1660229885, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
"field of skeletons, award winning horror photography","{""image_uri"": ""PENDING"", ""modifiers"": [""field"", ""skeletons"", ""award winning horror photography""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 2377164111, ""width"": 512, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005628033945837620/1007539755287855164/field_of_skeletons_award_winning_horror_photography_-n_9_-i_-S_2377164111_ts-1660286595_idx-6.png"", ""timestamp"": 1660286595, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
"Hearst Castle as a tiny home. Photographed with Leica Summilux-M 24 mm lens, ISO 100, f/8, Portra 400","{""image_uri"": ""PENDING"", ""modifiers"": [""hearst castle"", ""tiny home photographed"", ""leica summilux m 24 mm lens"", ""iso 100"", ""f 8"", ""portra 400""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 3092153874, ""width"": 512, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005627191842832414/1007086402246287380/Hearst_Castle_as_a_tiny_home._Photographed_with_Leica_Summilux-M_24_mm_lens_ISO_100_f_8_Portra_400_-n_9_-i_-S_3092153874_ts-1660178503_idx-1.png"", ""timestamp"": 1660178503, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
"realistic photoshoot for a new vogue lookbook, color film photography, portrait of a beautiful person, in style of Campbell Addy, 35mm","{""image_uri"": ""PENDING"", ""modifiers"": [""realistic photoshoot"", ""new vogue lookbook"", ""color film photography"", ""portrait"", ""beautiful person"", ""style"", ""campbell addy"", ""35 mm""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 3837766078, ""width"": 512, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005627781566185532/1005935882345390130/realistic_photoshoot_for_a_new_vogue_lookbook_color_film_photography_portrait_of_a_beautiful_person_in_style_of_Campbell_Addy_35mm_-n_9_-i_-S_3837766078_ts-1659904203_idx-3.png"", ""timestamp"": 1659904203, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
"a beautiful and highly detailed matte painting of an ancient celtic elven temple, epic scale, insanely complex, hyperdetailed, sharp focus, hyperrealism, artstation, cgsociety, 8 k, by caspar friedrich, albert bierstadt, james gurney, brian froud,","{""image_uri"": ""PENDING"", ""modifiers"": [""beautiful"", ""highly detailed matte painting"", ""ancient celtic elven temple"", ""epic scale"", ""insanely complex"", ""hyperdetailed"", ""sharp focus"", ""hyperrealism"", ""artstation"", ""cgsociety"", ""8 k"", ""caspar friedrich"", ""albert bierstadt"", ""james gurney"", ""brian froud""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 4009577167, ""width"": 512, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 100, ""cfg_scale"": 12.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005627453227679764/1007709478914891856/a_beautiful_and_highly_detailed_matte_painting_of_an_ancient_celtic_elven_temple_epic_scale_insanely_complex_hyperdetailed_sharp_focus_-C_12.0_-n_9_-i_-s_100_-S_4009577167_ts-1660327061_idx-3.png"", ""timestamp"": 1660327061, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
"city of god ( 2 0 0 2 ) directed by fernando meirelles, movie still frame","{""image_uri"": ""PENDING"", ""modifiers"": [""city"", ""god 2 0 0 2 directed"", ""fernando meirelles"", ""movie"", ""frame""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 291757291, ""width"": 512, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005626910941904916/1008824429104607242/city_of_god__2_0_0_2__directed_by_fernando_meirelles_movie_still_frame_-n_9_-i_-S_291757291_ts-1660592886_idx-7.png"", ""timestamp"": 1660592886, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
"Jeff Bezos as villain. Emperor, evil grin. Fire in the background. Detailed face. Red eyes.","{""image_uri"": ""PENDING"", ""modifiers"": [""jeff bezos"", ""villain emperor"", ""evil grin fire"", ""background detailed face red eyes""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 3952046205, ""width"": 512, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005627704244183081/1006221981521297448/Jeff_Bezos_as_villain._Emperor_evil_grin._Fire_in_the_background._Detailed_face._Red_eyes._-n_6_-i_-S_3952046205_ts-1659972414_idx-0.png"", ""timestamp"": 1659972414, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 6}}"
"portrait of a Shibari rope wrapped around the face and neck of an old cyborg merchant, mouth wired shut, headshot, insanely nice professional hair style, dramatic hair color, digital painting, of a old 17th century, amber jewels, baroque, ornate clothing, scifi, realistic, hyper detailed, chiaroscuro, concept art, art by Franz Hals and Jon Foster and Ayami Kojima and Amano and Karol Bak,","{""image_uri"": ""https://ebqbfajuswvewkfwuxzs.supabase.co/storage/v1/object/public/dev.generations/scraped/22508096-65e9-4bef-b4ce-455a828441c0.png"", ""modifiers"": [""portrait"", ""shibari rope wrapped"", ""face"", ""neck"", ""old cyborg merchant"", ""mouth wired shut"", ""headshot"", ""insanely nice professional hair style"", ""dramatic hair color"", ""digital painting"", ""old 17th century"", ""amber jewels"", ""baroque"", ""ornate clothing"", ""scifi"", ""realistic"", ""hyper detailed"", ""chiaroscuro"", ""concept art"", ""art"", ""franz hals"", ""jon foster"", ""ayami kojima"", ""amano"", ""karol bak""], ""thumbnail_uri"": ""https://ebqbfajuswvewkfwuxzs.supabase.co/storage/v1/object/public/dev.generations/scraped/22508096-65e9-4bef-b4ce-455a828441c0_thumbnail.webp"", ""raw_discord_data"": {""width"": 512, ""height"": 512, ""content"": ""Dreamt in `6.22s` for <@819618500045832285>'s `!dream \""portrait of a Shibari rope wrapped around the face and neck of an old cyborg merchant, mouth wired shut, headshot, insanely nice professional hair style, dramatic hair color, digital painting, of a old 17th century, amber jewels, baroque, ornate clothing, scifi, realistic, hyper detailed, chiaroscuro, concept art, art by Franz Hals and Jon Foster and Ayami Kojima and Amano and Karol Bak,\"" -n 9 -i -S 874920223` The seeds for each individual image are: [1758332055, 1846989600, 4045486707, 2490623176, 1592940154, 874920223, 100705600, 4086917756, 2988077246]"", ""image_uri"": ""https://cdn.discordapp.com/attachments/1005627024834043904/1006633602349535282/portrait_of_a_Shibari_rope_wrapped_around_the_face_and_neck_of_an_old_cyborg_merchant_mouth_wired_shut_headshot_insanely_nice_professional_hair_style_d_-n_9_-i_-S_874920223_ts-1660070552_idx-1.png"", ""content_type"": ""image/png"", ""image_proxy_uri"": ""https://media.discordapp.net/attachments/1005627024834043904/1006633602349535282/portrait_of_a_Shibari_rope_wrapped_around_the_face_and_neck_of_an_old_cyborg_merchant_mouth_wired_shut_headshot_insanely_nice_professional_hair_style_d_-n_9_-i_-S_874920223_ts-1660070552_idx-1.png""}}"
"iridescent sinewy smooth muscular male warframe sleek glossy black pearlescent scifi armor with smooth black featureless helmet, by greg rutkowski, mark brookes, jim burns, tom bagshaw, magali villeneuve, trending on artstation","{""image_uri"": ""PENDING"", ""modifiers"": [""iridescent sinewy smooth muscular male warframe sleek glossy black pearlescent scifi armor"", ""smooth black featureless helmet"", ""greg rutkowski"", ""mark brookes"", ""jim burns"", ""tom bagshaw"", ""magali villeneuve"", ""trending"", ""artstation""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 3428155218, ""width"": 512, ""height"": 640, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 8.5, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005627191842832414/1007352795608916048/iridescent_sinewy_smooth_muscular_male_warframe_sleek_glossy_black_pearlescent_scifi_armor_with_smooth_black_featureless_helmet_by_greg_rut_-H_640_-C_8.5_-n_9_-i_-S_3428155218_ts-1660242021_idx-0.png"", ""timestamp"": 1660242021, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
"emma watson as supergirl, realistic, intricate, elegant, art by artgerm and wlop","{""image_uri"": ""PENDING"", ""modifiers"": [""emma watson"", ""supergirl"", ""realistic"", ""intricate"", ""elegant"", ""art"", ""artgerm"", ""wlop""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 904016021, ""width"": 512, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005627987435192381/1008529000609615912/emma_watson_as_supergirl_realistic_intricate_elegant_art_by_artgerm_and_wlop_-n_8_-i_-S_904016021_ts-1660522450_idx-6.png"", ""timestamp"": 1660522450, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 8}}"
"a psychedelic portrait of omin dran skeletal mind flayer psion goat skull politician, vibrant color scheme, highly detailed, in the style of romanticism, cinematic, artstation, moebius, greg rutkowski","{""image_uri"": ""PENDING"", ""modifiers"": [""psychedelic portrait"", ""omin dran skeletal mind flayer psion goat skull politician"", ""vibrant color scheme"", ""highly detailed"", ""style"", ""romanticism"", ""cinematic"", ""artstation"", ""moebius"", ""greg rutkowski""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 3675710250, ""width"": 704, ""height"": 896, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 11.5, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005505629126918246/1008433217663152188/a_psychedelic_portrait_of_omin_dran_skeletal_mind_flayer_psion_goat_skull_politician_vibrant_color_scheme_highly_detailed_in_the_-H_896_-W_704_-C_11.5_-n_9_-i_-S_3675710250_ts-1660499613_idx-2.png"", ""timestamp"": 1660499613, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
"a glowing magical orb flickering with purple and green lightning, unreal engine, path tracing","{""image_uri"": ""PENDING"", ""modifiers"": [""glowing magical orb flickering"", ""purple"", ""green lightning"", ""unreal engine"", ""path tracing""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 3693871693, ""width"": 512, ""height"": 768, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005627704244183081/1007338635332431913/a_glowing_magical_orb_flickering_with_purple_and_green_lightning_unreal_engine_path_tracing_-H_768_-n_9_-i_-S_3693871693_ts-1660238645_idx-3.png"", ""timestamp"": 1660238645, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
a brocolli eating a turnip with utensils,"{""image_uri"": ""PENDING"", ""modifiers"": [""brocolli eating"", ""turnip"", ""utensils""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 1957790268, ""width"": 512, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005626976016531567/1008258954792534026/a_brocolli_eating_a_turnip_with_utensils_-n_9_-i_-S_1957790268_ts-1660458066_idx-1.png"", ""timestamp"": 1660458066, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
Trump face on a 1 billion dollar bill,"{""image_uri"": ""PENDING"", ""modifiers"": [""trump face"", ""1 billion dollar bill""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 2178307512, ""width"": 512, ""height"": 512, ""content"": """", ""is_grid"": 0, ""num_step"": 50, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005626829094264952/1007031273350496306/Trump_face_on_a_1_billion_dollar_bill_-n_6_-i_-S_2178307512_ts-1660165343_idx-3.png"", ""timestamp"": 1660165343, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 6}}"
"what if we will never meet again detailed analogue mixed media collage with canvas texture in style of contemporary art, punk art, hyperrealistic beautiful face, photorealistic, expressionism, masterpiece, perfect composition, spectacular quality, intricate oil details, vivid broken glass, torn paper","{""image_uri"": ""PENDING"", ""modifiers"": [""meet"", ""detailed analogue mixed media collage"", ""canvas texture"", ""style"", ""contemporary art"", ""punk art"", ""hyperrealistic beautiful face"", ""photorealistic"", ""expressionism"", ""masterpiece"", ""perfect composition"", ""spectacular quality"", ""intricate oil details"", ""vivid broken glass"", ""torn paper""], ""thumbnail_uri"": ""PENDING"", ""raw_discord_data"": {""seed"": 2876708841, ""width"": 704, ""height"": 896, ""content"": """", ""is_grid"": 0, ""num_step"": 70, ""cfg_scale"": 7.0, ""image_uri"": ""https://cdn.discordapp.com/attachments/1005626910941904916/1007841524500930601/what_if_we_will_never_meet_again_detailed_analogue_mixed_media_collage_with_canvas_texture_in_style_of_contemporary_art_punk_art_hyp_-H_896_-W_704_-n_9_-i_-s_70_-S_2876708841_ts-1660358543_idx-4.png"", ""timestamp"": 1660358543, ""content_type"": ""image/png"", ""image_proxy_uri"": """", ""num_generations"": 9}}"
"An epic fantastic realism comic book style portrait painting of a middle aged male aasimar hexblade warlock, massive angel wings, teal energy, silver hair, D&D Concept Art, unreal 5, DAZ, trending on deviantart hyperrealistic, octane render, cosplay, RPG portrait, dynamic lighting","{""image_uri"": ""https://ebqbfajuswvewkfwuxzs.supabase.co/storage/v1/object/public/dev.generations/scraped/7125ad41-b993-403b-a059-b4916d5edb25.png"", ""modifiers"": [""epic fantastic realism comic book style portrait painting"", ""middle aged male aasimar hexblade warlock"", ""massive angel wings"", ""teal energy"", ""silver hair"", ""d d concept art"", ""unreal 5"", ""daz"", ""trending"", ""deviantart hyperrealistic"", ""octane render"", ""cosplay"", ""rpg portrait"", ""dynamic lighting""], ""thumbnail_uri"": ""https://ebqbfajuswvewkfwuxzs.supabase.co/storage/v1/object/public/dev.generations/scraped/7125ad41-b993-403b-a059-b4916d5edb25_thumbnail.webp"", ""raw_discord_data"": {""width"": 512, ""height"": 704, ""content"": ""Dreamt in `70.85s` for `!dream \""An epic fantastic realism comic book style portrait painting of a middle aged male aasimar hexblade warlock, massive angel wings, teal energy, silver hair, D&D Concept Art, unreal 5, DAZ, trending on deviantart hyperrealistic, octane render, cosplay, RPG portrait, dynamic lighting\"" -H 704 -n 9 -i -S 3004859583` The seeds for each individual image are: [3004859583, 3906825471, 1968836479, 2767021823, 2330296575, 253117999, 2817046015, 3298348543, 2141678463]"", ""image_uri"": ""https://cdn.discordapp.com/attachments/1005625691146047548/1005701275419152465/An_epic_fantastic_realism_comic_book_style_portrait_painting_of_a_middle_aged_male_aasimar_hexblade_warlock_massive_angel_wings_teal_energy_silv_-H_704_-n_9_-i_-S_3004859583_ts-1659848251_idx-5.png"", ""content_type"": ""image/png"", ""image_proxy_uri"": ""https://media.discordapp.net/attachments/1005625691146047548/1005701275419152465/An_epic_fantastic_realism_comic_book_style_portrait_painting_of_a_middle_aged_male_aasimar_hexblade_warlock_massive_angel_wings_teal_energy_silv_-H_704_-n_9_-i_-S_3004859583_ts-1659848251_idx-5.png""}}"
